order_id,customer_id,order_datetime,channel_id,ship_country,ship_region,status
247,183,2026-05-18 16:38:00,2,IN,West,PAID
248,183,2026-06-08 18:32:00,6,IN,West,PAID
249,183,2026-06-16 21:04:00,6,IN,West,PAID
250,186,2026-06-03 20:33:00,2,AE,Dubai,PAID
251,187,2026-02-02 17:12:00,1,IN,North,PAID
252,188,2026-02-22 08:48:00,2,IN,West,PAID
253,190,2026-02-18 18:09:00,2,IN,West,PENDING
254,190,2026-03-08 10:53:00,2,IN,West,PAID
255,191,2026-06-01 14:31:00,6,IN,West,PAID
256,192,2026-04-03 17:09:00,6,IN,West,PAID
257,193,2026-06-22 14:42:00,1,IN,South,PAID
258,196,2026-04-20 08:35:00,6,IN,South,PAID
259,196,2026-05-18 16:06:00,6,IN,South,PAID
260,196,2026-06-21 19:37:00,6,IN,South,PAID
261,197,2026-05-22 15:15:00,3,IN,South,PAID
262,198,2026-03-07 18:39:00,1,IN,West,PAID
263,198,2026-04-13 15:41:00,1,IN,West,PAID
264,199,2026-01-12 12:49:00,2,IN,North,PAID
265,199,2026-01-19 20:12:00,1,IN,North,PAID
266,200,2026-02-27 14:00:00,4,IN,South,PAID
267,203,2026-04-25 22:15:00,1,IN,West,PAID
268,204,2026-05-19 16:22:00,5,IN,East,PAID
269,205,2026-06-29 19:37:00,2,IN,South,PAID
270,206,2026-02-24 13:18:00,1,IN,East,PAID
271,206,2026-04-03 14:27:00,1,IN,East,PAID
272,206,2026-04-24 10:54:00,4,IN,East,PAID
273,207,2026-04-25 18:02:00,4,IN,East,PAID
274,207,2026-05-31 20:07:00,2,IN,East,PAID
275,208,2026-05-23 17:40:00,6,IN,South,PAID
276,209,2026-05-09 12:11:00,1,IN,South,PAID
277,209,2026-06-08 10:57:00,1,IN,South,PAID
278,211,2026-02-27 17:47:00,2,IN,East,PAID
279,211,2026-04-01 12:17:00,6,IN,East,PAID
280,212,2026-04-04 19:24:00,2,GB,England,PAID
281,212,2026-05-05 15:18:00,2,GB,England,PAID
282,212,2026-06-15 11:31:00,2,GB,England,CANCELLED
283,213,2026-06-20 14:35:00,2,IN,East,CANCELLED
284,216,2026-03-30 21:37:00,1,IN,South,PAID
285,217,2026-05-29 16:54:00,5,IN,East,PAID
286,217,2026-06-17 16:18:00,5,IN,East,PAID
287,218,2026-03-28 10:48:00,1,IN,East,PAID
288,218,2026-04-27 19:44:00,1,IN,East,PAID
289,218,2026-05-30 10:41:00,1,IN,East,PAID
290,219,2026-01-31 18:35:00,4,IN,West,PAID
291,219,2026-02-22 19:32:00,4,IN,West,PAID
292,219,2026-04-03 16:34:00,4,IN,West,PAID
293,219,2026-05-12 09:22:00,4,IN,West,PAID
294,220,2026-02-10 20:51:00,3,IN,North,PAID
295,221,2026-06-05 18:07:00,6,IN,North,REFUNDED
296,222,2026-03-16 12:03:00,2,IN,West,PAID
297,223,2026-03-21 15:06:00,4,IN,North,PAID
298,223,2026-03-31 11:38:00,4,IN,North,PAID
299,224,2026-02-26 14:26:00,4,US,East,PAID
300,224,2026-03-13 13:13:00,4,US,East,CANCELLED
301,224,2026-04-18 10:28:00,4,US,East,PAID
302,224,2026-05-07 22:13:00,2,US,East,CANCELLED
303,224,2026-05-25 18:14:00,4,US,East,PAID
304,225,2026-02-05 17:07:00,3,IN,East,PAID
305,226,2026-02-19 15:17:00,1,IN,East,PAID
306,226,2026-03-25 19:37:00,1,IN,East,PAID
307,226,2026-04-08 21:37:00,2,IN,East,PAID
308,226,2026-04-21 11:51:00,1,IN,East,PENDING
309,226,2026-05-09 19:10:00,6,IN,East,PAID
310,226,2026-06-14 18:50:00,1,IN,East,PAID
311,229,2026-05-26 10:28:00,5,IN,South,PAID
312,230,2026-01-09 11:59:00,2,IN,West,PAID
313,231,2026-05-07 14:14:00,3,IN,South,PAID
314,231,2026-06-12 15:00:00,3,IN,South,PAID
315,232,2026-05-21 15:41:00,6,IN,South,PAID
316,232,2026-06-21 16:48:00,2,IN,South,REFUNDED
317,234,2026-02-19 22:46:00,3,US,West,PAID
318,234,2026-03-26 08:06:00,3,US,West,PAID
319,234,2026-04-09 13:08:00,3,US,West,PAID
320,234,2026-04-26 09:12:00,1,US,West,PAID
321,235,2026-03-11 20:21:00,4,IN,South,PAID
322,235,2026-04-12 11:17:00,4,IN,South,PAID
323,235,2026-04-21 15:06:00,4,IN,South,PAID
324,235,2026-05-08 13:59:00,4,IN,South,PAID
325,235,2026-06-16 21:24:00,4,IN,South,PAID
326,236,2026-06-30 14:32:00,1,IN,North,PAID
327,237,2026-03-05 11:34:00,2,IN,South,PAID
328,239,2026-02-14 08:28:00,2,IN,East,REFUNDED
329,239,2026-03-05 17:17:00,2,IN,East,PAID
330,240,2026-03-09 18:07:00,1,IN,South,PAID
331,241,2026-06-24 20:09:00,2,IN,South,PAID
332,242,2026-04-07 22:38:00,4,IN,West,PAID
333,243,2026-02-26 22:16:00,3,US,East,PAID
334,243,2026-03-17 10:35:00,3,US,East,PENDING
335,244,2026-03-27 10:05:00,4,IN,East,PAID
336,245,2026-05-14 11:21:00,2,US,East,PAID
337,245,2026-06-12 17:55:00,4,US,East,PAID
338,248,2026-05-18 17:40:00,2,US,East,PAID
339,248,2026-05-26 22:06:00,2,US,East,PAID
340,250,2026-02-24 14:26:00,2,IN,West,PAID
341,250,2026-03-24 14:57:00,1,IN,West,PAID
342,250,2026-04-26 15:39:00,2,IN,West,PAID
343,250,2026-05-07 17:05:00,2,IN,West,PAID
344,251,2026-02-11 09:31:00,2,US,East,PAID
345,253,2026-06-24 20:48:00,6,IN,East,PAID
346,254,2026-03-08 19:10:00,2,IN,West,PAID
347,254,2026-03-15 21:26:00,2,IN,West,PAID
348,255,2026-04-29 20:43:00,5,IN,North,PAID
349,256,2026-04-29 10:59:00,1,IN,North,PAID
350,256,2026-05-14 09:06:00,1,IN,North,PAID
351,256,2026-05-23 17:32:00,1,IN,North,REFUNDED
352,256,2026-06-17 09:52:00,1,IN,North,PAID
353,257,2026-03-13 10:37:00,2,IN,East,PAID
354,259,2026-05-13 17:08:00,6,IN,East,PAID
355,260,2026-05-10 10:13:00,1,IN,South,PAID
356,261,2026-02-03 22:45:00,1,IN,East,PENDING
357,262,2026-01-27 14:35:00,4,IN,South,PAID
358,262,2026-02-28 10:32:00,4,IN,South,PAID
359,263,2026-04-28 22:58:00,3,IN,West,PAID
360,264,2026-04-26 10:44:00,3,IN,South,PAID
361,265,2026-02-27 16:32:00,1,IN,West,CANCELLED
362,265,2026-04-02 18:51:00,1,IN,West,PAID
363,266,2026-06-23 11:29:00,2,US,West,PAID
364,267,2026-01-22 09:26:00,2,IN,East,PAID
365,268,2026-05-11 09:37:00,2,IN,South,PAID
366,268,2026-06-04 21:27:00,2,IN,South,PAID
367,268,2026-06-29 17:51:00,2,IN,South,PAID
368,269,2026-04-21 16:27:00,2,IN,East,PAID
369,270,2026-05-14 08:24:00,3,IN,East,PAID
370,270,2026-06-25 17:18:00,3,IN,East,PAID
371,271,2026-06-28 22:24:00,6,IN,East,PAID
372,273,2026-06-09 12:27:00,6,IN,South,PAID
373,274,2026-02-01 18:39:00,1,AE,Dubai,PAID
374,274,2026-03-15 16:01:00,1,AE,Dubai,PAID
375,274,2026-03-26 18:29:00,2,AE,Dubai,PAID
376,275,2026-02-13 21:07:00,2,US,West,PAID
377,275,2026-03-23 09:29:00,2,US,West,PAID
378,275,2026-04-02 17:58:00,4,US,West,PAID
379,278,2026-05-31 14:16:00,1,IN,North,PAID
380,279,2026-03-21 11:45:00,2,US,West,PAID
381,279,2026-05-02 20:12:00,1,US,West,CANCELLED
382,279,2026-05-18 21:19:00,2,US,West,CANCELLED
383,279,2026-06-15 09:33:00,4,US,West,PAID
384,280,2026-04-21 21:41:00,4,IN,East,PAID
385,280,2026-05-25 12:12:00,4,IN,East,PAID
386,281,2026-03-14 14:18:00,4,IN,North,PAID
387,283,2026-05-04 12:31:00,4,IN,West,PAID
388,283,2026-05-25 08:40:00,4,IN,West,PAID
389,284,2026-02-14 12:29:00,4,IN,South,PAID
390,285,2026-06-02 14:25:00,1,IN,South,CANCELLED
391,285,2026-06-22 11:11:00,1,IN,South,PAID
392,287,2026-06-10 08:34:00,1,IN,East,PAID
393,287,2026-06-28 12:11:00,6,IN,East,PAID
394,288,2026-05-20 09:59:00,1,IN,North,PAID
395,288,2026-06-28 10:26:00,1,IN,North,CANCELLED
396,289,2026-02-14 15:27:00,1,IN,South,PAID
397,290,2026-04-12 12:15:00,4,IN,East,PAID
398,291,2026-01-30 11:56:00,4,IN,West,PAID
399,292,2026-06-03 17:34:00,1,IN,West,PAID
400,293,2026-03-20 11:36:00,3,IN,West,PAID
401,293,2026-05-01 18:47:00,1,IN,West,PAID
402,295,2026-02-10 12:13:00,1,IN,East,PAID
403,296,2026-04-11 14:36:00,6,IN,North,PAID
404,296,2026-05-23 22:56:00,6,IN,North,CANCELLED
405,298,2026-05-10 21:03:00,1,IN,South,PAID
406,298,2026-06-02 15:21:00,1,IN,South,PAID
407,300,2026-03-18 13:11:00,5,IN,North,PAID
408,301,2026-06-12 22:34:00,4,IN,West,PAID
409,303,2026-05-24 16:24:00,2,IN,West,PAID
410,306,2026-04-13 18:47:00,5,IN,South,PAID
411,307,2026-04-17 18:01:00,3,IN,West,PAID
412,309,2026-02-06 17:27:00,5,IN,West,CANCELLED
413,309,2026-03-15 17:37:00,3,IN,West,PAID
414,309,2026-04-26 19:56:00,1,IN,West,PAID
415,309,2026-05-10 12:37:00,6,IN,West,PAID
416,310,2026-05-21 08:45:00,1,IN,South,PAID
417,310,2026-06-24 19:41:00,1,IN,South,CANCELLED
418,311,2026-03-22 16:51:00,3,IN,North,PAID
419,312,2026-04-16 18:24:00,4,IN,South,PAID
420,312,2026-05-14 12:28:00,4,IN,South,PAID
421,312,2026-06-06 20:56:00,4,IN,South,PAID
422,313,2026-01-24 14:18:00,6,IN,South,CANCELLED
423,313,2026-02-16 13:50:00,6,IN,South,PAID
424,314,2026-04-02 17:23:00,6,IN,West,PENDING
425,314,2026-04-09 18:36:00,6,IN,West,PAID
426,315,2026-02-07 16:39:00,1,IN,East,PAID
427,317,2026-03-22 15:01:00,2,IN,South,PAID
428,319,2026-05-06 16:44:00,2,US,West,PAID
429,320,2026-05-22 18:29:00,2,IN,West,PAID
430,321,2026-04-04 21:33:00,1,IN,North,PAID
431,322,2026-01-30 17:21:00,2,IN,West,PAID
432,322,2026-03-04 20:19:00,2,IN,West,PAID
433,322,2026-04-04 09:10:00,2,IN,West,PAID
434,323,2026-03-18 18:33:00,6,IN,East,PAID
435,324,2026-05-03 16:42:00,4,IN,South,PAID
436,324,2026-05-30 10:22:00,4,IN,South,PAID
437,324,2026-06-07 10:18:00,3,IN,South,PAID
438,324,2026-06-17 15:37:00,4,IN,South,PAID
439,326,2026-06-20 21:34:00,2,IN,West,PAID
440,327,2026-06-22 08:46:00,1,US,East,PAID
441,328,2026-04-01 10:28:00,4,AE,Dubai,REFUNDED
442,328,2026-05-08 11:10:00,4,AE,Dubai,REFUNDED
443,330,2026-05-08 12:12:00,3,IN,South,PAID
444,333,2026-06-28 10:50:00,1,IN,West,PAID
445,334,2026-03-31 18:08:00,6,IN,East,PAID
446,337,2026-02-27 19:11:00,1,AE,Dubai,PAID
447,338,2026-02-04 20:00:00,1,IN,East,PAID
448,338,2026-03-05 10:01:00,2,IN,East,PAID
449,339,2026-01-21 16:06:00,2,IN,South,PAID
450,341,2026-01-22 17:36:00,2,IN,West,PAID
451,341,2026-02-09 15:40:00,2,IN,West,PAID
452,341,2026-03-19 13:37:00,2,IN,West,PAID
453,343,2026-01-17 10:35:00,2,IN,East,PAID
454,343,2026-01-28 14:52:00,2,IN,East,REFUNDED
455,343,2026-02-06 21:52:00,2,IN,East,PAID
456,343,2026-02-28 14:24:00,2,IN,East,PAID
457,344,2026-05-18 13:11:00,2,IN,East,PAID
458,345,2026-04-28 13:03:00,2,AE,Dubai,PAID
459,345,2026-05-11 10:06:00,6,AE,Dubai,PAID
460,345,2026-05-23 19:23:00,2,AE,Dubai,PAID
461,346,2026-05-12 12:52:00,1,IN,North,PAID
462,347,2026-02-18 11:41:00,4,IN,North,PAID
463,347,2026-03-17 10:59:00,4,IN,North,PAID
464,348,2026-03-12 12:52:00,1,IN,East,PAID
465,349,2026-02-01 19:53:00,3,IN,North,PAID
466,350,2026-03-12 09:59:00,3,IN,South,PAID
467,350,2026-03-24 14:33:00,3,IN,South,PAID
468,351,2026-05-18 18:17:00,5,IN,East,REFUNDED
469,352,2026-06-13 17:19:00,5,IN,East,PENDING
470,353,2026-04-04 12:16:00,2,IN,West,PAID
471,354,2026-06-26 18:00:00,1,IN,East,PAID
472,356,2026-03-31 18:14:00,4,IN,South,PAID
473,356,2026-04-21 17:29:00,4,IN,South,PAID
474,356,2026-05-14 20:25:00,4,IN,South,CANCELLED
475,356,2026-06-02 17:50:00,4,IN,South,PAID
476,357,2026-04-21 14:25:00,5,IN,South,PAID
477,357,2026-05-20 18:35:00,5,IN,South,PAID
478,357,2026-06-16 19:07:00,5,IN,South,PAID
479,358,2026-02-10 10:29:00,6,IN,North,PAID
480,359,2026-02-11 14:16:00,6,IN,West,PAID
481,359,2026-02-26 22:55:00,6,IN,West,PAID
482,360,2026-03-10 22:19:00,6,IN,East,PAID
483,361,2026-04-22 19:15:00,1,IN,East,PAID
484,361,2026-05-04 19:06:00,1,IN,East,PAID
485,362,2026-06-28 22:59:00,1,IN,North,PAID
486,363,2026-03-25 20:11:00,2,IN,West,PAID
487,364,2026-03-23 16:01:00,5,US,West,PAID
488,364,2026-04-19 14:13:00,5,US,West,PAID
489,365,2026-04-22 20:09:00,4,US,West,PAID
490,365,2026-05-01 22:00:00,4,US,West,PAID
491,368,2026-06-05 19:48:00,1,IN,North,PAID
