spend_date,channel_id,spend,impressions,clicks
2026-01-13,5,201.38,2671,473
2026-01-13,6,44.56,1754,944
2026-01-14,1,430.18,9963,1624
2026-01-14,2,439.7,10648,1263
2026-01-14,3,61.45,1234,801
2026-01-14,4,0.0,1236,740
2026-01-14,5,224.66,3087,396
2026-01-14,6,38.96,2478,1315
2026-01-15,1,430.97,9380,1606
2026-01-15,2,496.63,11964,1651
2026-01-15,3,59.52,1234,754
2026-01-15,4,0.0,1245,881
2026-01-15,5,239.08,3493,419
2026-01-15,6,38.04,1729,1103
2026-01-16,1,530.81,9989,1327
2026-01-16,2,447.97,8064,1026
2026-01-16,3,62.78,1239,603
2026-01-16,4,0.0,1626,888
2026-01-16,5,206.17,4639,540
2026-01-16,6,44.13,1486,1110
2026-01-17,1,405.82,12639,1290
2026-01-17,2,384.1,11019,1362
2026-01-17,3,47.57,836,677
2026-01-17,4,0.0,1654,826
2026-01-17,5,167.19,2725,497
2026-01-17,6,48.19,1881,989
2026-01-18,1,526.9,10677,1448
2026-01-18,2,498.49,9665,1306
2026-01-18,3,58.49,1298,620
2026-01-18,4,0.0,1394,993
2026-01-18,5,170.0,2825,383
2026-01-18,6,48.43,1748,1335
2026-01-19,1,465.84,16048,1848
2026-01-19,2,331.83,8289,1430
2026-01-19,3,55.23,1456,818
2026-01-19,4,0.0,1134,842
2026-01-19,5,216.3,3894,567
2026-01-19,6,42.67,2272,1113
2026-01-20,1,575.41,11223,1644
2026-01-20,2,450.74,8482,1373
2026-01-20,3,50.57,1549,836
2026-01-20,4,0.0,1728,1006
2026-01-20,5,171.43,4975,494
2026-01-20,6,46.81,2724,1293
2026-01-21,1,571.38,12516,1506
2026-01-21,2,357.09,11043,1622
2026-01-21,3,48.31,1204,591
2026-01-21,4,0.0,1058,738
2026-01-21,5,163.73,4518,469
2026-01-21,6,45.25,1507,1131
2026-01-22,1,437.76,14411,1649
2026-01-22,2,490.65,8136,1092
2026-01-22,3,41.02,1302,690
2026-01-22,4,0.0,2144,1049
2026-01-22,5,229.23,4434,458
2026-01-22,6,45.65,2119,1277
2026-01-23,1,479.26,7965,1528
2026-01-23,2,492.55,7284,1168
2026-01-23,3,63.9,1183,779
2026-01-23,4,0.0,1825,896
2026-01-23,5,169.15,2941,364
2026-01-23,6,41.52,1910,1309
2026-01-24,1,390.67,9327,1291
2026-01-24,2,501.36,8629,1253
2026-01-24,3,63.72,1272,772
2026-01-24,4,0.0,2299,1067
2026-01-24,5,225.0,2752,378
2026-01-24,6,36.95,2242,1275
2026-01-25,1,564.01,16522,1676
2026-01-25,2,425.9,12272,1424
2026-01-25,3,41.13,987,722
2026-01-25,4,0.0,2006,1005
2026-01-25,5,200.95,4158,468
2026-01-25,6,49.4,2249,1267
2026-01-26,1,607.93,9072,1577
2026-01-26,2,330.89,14174,1507
2026-01-26,3,61.64,910,747
2026-01-26,4,0.0,936,771
2026-01-26,5,207.1,4670,538
2026-01-26,6,45.93,1497,959
2026-01-27,1,629.16,12549,1377
2026-01-27,2,333.96,12389,1459
2026-01-27,3,58.1,1441,810
2026-01-27,4,0.0,1319,947
2026-01-27,5,236.25,3936,550
2026-01-27,6,39.23,2093,1035
2026-01-28,1,581.54,9143,1286
2026-01-28,2,375.1,8195,1264
2026-01-28,3,63.74,1723,785
2026-01-28,4,0.0,1521,969
2026-01-28,5,189.41,2645,340
2026-01-28,6,48.87,1418,1148
2026-01-29,1,519.51,13469,1837
2026-01-29,2,388.86,10710,966
2026-01-29,3,56.21,864,672
2026-01-29,4,0.0,1297,841
2026-01-29,5,254.28,2446,430
2026-01-29,6,36.77,1687,1077
2026-01-30,1,482.27,10374,1554
2026-01-30,2,408.79,8093,1179
2026-01-30,3,47.64,908,609
2026-01-30,4,0.0,1303,979
2026-01-30,5,182.33,3562,551
2026-01-30,6,37.44,2363,1253
2026-01-31,1,612.42,13099,1620
2026-01-31,2,330.91,13064,1440
2026-01-31,3,59.56,1315,619
2026-01-31,4,0.0,1795,866
2026-01-31,5,173.89,2390,380
2026-01-31,6,38.81,1283,1025
2026-02-01,1,512.86,8505,1631
2026-02-01,2,334.66,12969,1256
2026-02-01,3,57.62,884,602
2026-02-01,4,0.0,1734,875
2026-02-01,5,193.46,4154,475
2026-02-01,6,30.8,1461,1022
2026-02-02,1,435.3,8479,1472
2026-02-02,2,482.28,12139,1726
2026-02-02,3,40.52,813,605
2026-02-02,4,0.0,1370,981
2026-02-02,5,198.43,2695,370
2026-02-02,6,40.2,1371,1029
2026-02-03,1,546.14,9898,1508
2026-02-03,2,367.52,11373,1366
2026-02-03,3,51.19,1334,613
2026-02-03,4,0.0,1957,1039
2026-02-03,5,256.37,3340,408
2026-02-03,6,46.37,1719,1298
2026-02-04,1,598.17,6927,1111
2026-02-04,2,501.58,9196,1114
2026-02-04,3,39.97,1566,737
2026-02-04,4,0.0,1045,708
2026-02-04,5,166.35,2798,440
2026-02-04,6,46.44,2135,1321
2026-02-05,1,547.37,14164,1849
2026-02-05,2,315.46,10140,1076
2026-02-05,3,44.86,1024,574
2026-02-05,4,0.0,1345,879
2026-02-05,5,215.3,3134,498
2026-02-05,6,47.64,2276,1276
2026-02-06,1,590.85,8771,1473
2026-02-06,2,472.03,8152,1219
2026-02-06,3,61.9,1234,571
2026-02-06,4,0.0,1858,995
2026-02-06,5,188.91,3129,474
2026-02-06,6,37.53,1732,1068
2026-02-07,1,475.64,8922,1760
2026-02-07,2,448.55,12921,1541
2026-02-07,3,62.65,1051,662
2026-02-07,4,0.0,1999,951
2026-02-07,5,247.16,3048,359
2026-02-07,6,32.19,1974,1059
2026-02-08,1,555.41,14307,1641
2026-02-08,2,411.62,7225,1074
2026-02-08,3,46.41,950,774
2026-02-08,4,0.0,1141,744
2026-02-08,5,188.98,3705,489
2026-02-08,6,42.36,1544,940
2026-02-09,1,434.94,10363,1457
2026-02-09,2,388.4,11280,1201
2026-02-09,3,41.72,717,579
2026-02-09,4,0.0,1578,974
2026-02-09,5,237.56,2623,414
2026-02-09,6,30.51,2107,1047
2026-02-10,1,360.37,14231,1632
2026-02-10,2,366.58,8312,1402
2026-02-10,3,61.75,1522,750
2026-02-10,4,0.0,2152,980
2026-02-10,5,200.27,2077,389
2026-02-10,6,38.99,2195,1252
2026-02-11,1,371.64,11882,1811
2026-02-11,2,438.28,14208,1327
2026-02-11,3,60.27,809,545
2026-02-11,4,0.0,1707,881
2026-02-11,5,154.81,3129,350
2026-02-11,6,28.87,2090,1279
2026-02-12,1,525.78,9111,1316
2026-02-12,2,335.64,8357,1063
2026-02-12,3,45.19,1143,632
2026-02-12,4,0.0,1573,729
2026-02-12,5,244.09,3065,370
2026-02-12,6,28.74,1223,995
2026-02-13,1,500.82,8590,1629
2026-02-13,2,346.85,14217,1459
2026-02-13,3,41.15,1394,726
2026-02-13,4,0.0,1119,814
2026-02-13,5,193.15,2448,435
2026-02-13,6,41.42,1931,953
2026-02-14,1,418.23,13253,1640
2026-02-14,2,302.91,6899,1187
2026-02-14,3,55.59,1203,751
2026-02-14,4,0.0,1200,714
2026-02-14,5,153.4,3482,376
2026-02-14,6,46.37,1811,1076
2026-02-15,1,536.4,7983,1271
2026-02-15,2,406.77,9018,939
2026-02-15,3,51.03,692,573
2026-02-15,4,0.0,1552,950
2026-02-15,5,144.26,2401,432
2026-02-15,6,36.92,2090,1186
2026-02-16,1,438.78,14741,1404
2026-02-16,2,410.52,9783,1368
2026-02-16,3,45.78,894,658
2026-02-16,4,0.0,1961,894
2026-02-16,5,196.67,2230,372
2026-02-16,6,43.16,1245,980
2026-02-17,1,345.83,11358,1667
2026-02-17,2,302.68,10529,1313
2026-02-17,3,49.11,1592,760
2026-02-17,4,0.0,934,744
2026-02-17,5,202.94,2626,467
2026-02-17,6,41.36,2531,1170
2026-02-18,1,511.28,8270,1569
2026-02-18,2,413.05,11713,1256
2026-02-18,3,54.64,992,520
2026-02-18,4,0.0,926,625
2026-02-18,5,199.39,3529,503
2026-02-18,6,33.16,1363,864
2026-02-19,1,409.95,10325,1441
2026-02-19,2,431.96,10773,1217
2026-02-19,3,36.88,1120,602
2026-02-19,4,0.0,1161,633
2026-02-19,5,169.28,2409,358
2026-02-19,6,31.34,1840,901
2026-02-20,1,374.86,7585,1173
2026-02-20,2,308.28,8196,1153
2026-02-20,3,55.21,1321,701
2026-02-20,4,0.0,857,620
2026-02-20,5,224.49,2088,299
2026-02-20,6,34.6,1418,984
2026-02-21,1,347.94,14825,1567
2026-02-21,2,335.25,4965,932
2026-02-21,3,51.37,876,637
2026-02-21,4,0.0,1892,889
2026-02-21,5,178.29,4115,463
2026-02-21,6,38.66,1215,1013
2026-02-22,1,481.49,6065,1125
2026-02-22,2,370.72,8989,1012
2026-02-22,3,36.29,1572,726
2026-02-22,4,0.0,1298,698
2026-02-22,5,208.7,2654,350
2026-02-22,6,29.62,1238,805
2026-02-23,1,420.97,12391,1273
2026-02-23,2,386.17,8276,1084
2026-02-23,3,33.03,997,710
2026-02-23,4,0.0,1140,638
2026-02-23,5,168.27,2117,347
2026-02-23,6,40.13,1925,959
2026-02-24,1,512.79,10418,1254
2026-02-24,2,258.26,9094,1352
2026-02-24,3,51.18,1471,711
2026-02-24,4,0.0,1540,776
2026-02-24,5,177.85,2890,353
2026-02-24,6,34.08,1360,919
2026-02-25,1,457.9,7675,1546
2026-02-25,2,328.64,11758,1207
2026-02-25,3,35.05,1264,575
2026-02-25,4,0.0,1126,798
2026-02-25,5,190.08,3336,431
2026-02-25,6,29.23,1233,801
2026-02-26,1,458.81,12544,1139
2026-02-26,2,334.62,8131,864
2026-02-26,3,50.36,1075,551
2026-02-26,4,0.0,861,680
2026-02-26,5,151.64,3704,426
2026-02-26,6,35.35,1743,889
2026-02-27,1,405.06,13364,1487
2026-02-27,2,382.11,8598,1154
2026-02-27,3,34.57,927,474
2026-02-27,4,0.0,1597,836
2026-02-27,5,150.27,3211,343
2026-02-27,6,26.23,1972,971
2026-02-28,1,326.25,9556,980
2026-02-28,2,362.71,5817,1083
2026-02-28,3,35.69,1360,650
2026-02-28,4,0.0,923,631
2026-02-28,5,153.04,3520,323
2026-02-28,6,38.18,1559,730
2026-03-01,1,303.3,7417,933
2026-03-01,2,276.41,8210,951
2026-03-01,3,45.84,722,570
2026-03-01,4,0.0,1659,763
2026-03-01,5,183.78,3434,375
2026-03-01,6,28.51,2105,979
2026-03-02,1,309.18,6810,981
2026-03-02,2,318.51,7963,810
2026-03-02,3,50.43,769,482
2026-03-02,4,0.0,1435,789
2026-03-02,5,121.68,2218,385
2026-03-02,6,30.16,1399,1030
2026-03-03,1,326.55,9835,1231
2026-03-03,2,264.72,6563,871
2026-03-03,3,34.03,1005,513
2026-03-03,4,0.0,1172,553
2026-03-03,5,139.31,3065,401
2026-03-03,6,29.63,1263,777
2026-03-04,1,468.63,7006,1032
2026-03-04,2,371.05,6868,971
2026-03-04,3,30.14,802,512
2026-03-04,4,0.0,1489,709
2026-03-04,5,169.39,1867,318
2026-03-04,6,33.63,1514,955
2026-03-05,1,310.5,6212,837
2026-03-05,2,307.34,9471,983
2026-03-05,3,36.54,780,575
2026-03-05,4,0.0,1129,692
2026-03-05,5,195.87,2825,360
2026-03-05,6,29.51,1431,756
2026-03-06,1,357.76,6574,1035
2026-03-06,2,293.4,10074,1025
2026-03-06,3,38.44,720,462
2026-03-06,4,0.0,944,546
2026-03-06,5,178.23,2147,369
2026-03-06,6,24.63,1319,863
2026-03-07,1,332.85,10285,1248
2026-03-07,2,373.29,7191,856
2026-03-07,3,31.57,796,546
2026-03-07,4,0.0,780,556
2026-03-07,5,133.01,2632,334
2026-03-07,6,36.12,1997,909
2026-03-08,1,437.56,6336,994
2026-03-08,2,318.35,9734,1165
2026-03-08,3,41.2,937,620
2026-03-08,4,0.0,1049,518
2026-03-08,5,168.74,2260,277
2026-03-08,6,36.12,1642,801
2026-03-09,1,320.26,7060,944
2026-03-09,2,316.8,4884,879
2026-03-09,3,34.96,722,467
2026-03-09,4,0.0,1138,731
2026-03-09,5,180.1,2249,343
2026-03-09,6,35.52,1307,783
2026-03-10,1,409.28,6803,1041
2026-03-10,2,341.99,6819,774
2026-03-10,3,40.91,758,457
2026-03-10,4,0.0,1351,639
2026-03-10,5,154.99,3099,286
2026-03-10,6,31.27,1361,698
2026-03-11,1,335.3,7885,1160
2026-03-11,2,228.17,6501,1124
2026-03-11,3,43.64,594,469
2026-03-11,4,0.0,1068,676
2026-03-11,5,141.76,3064,339
2026-03-11,6,30.81,859,667
2026-03-12,1,380.01,9368,1070
2026-03-12,2,255.29,8685,853
2026-03-12,3,45.6,757,579
2026-03-12,4,0.0,1422,686
2026-03-12,5,141.52,2283,315
2026-03-12,6,28.98,1605,811
2026-03-13,1,314.44,6582,1141
2026-03-13,2,313.79,7777,988
2026-03-13,3,40.49,630,491
2026-03-13,4,0.0,1106,565
2026-03-13,5,113.24,2794,416
2026-03-13,6,24.28,1022,692
2026-03-14,1,274.89,7880,894
2026-03-14,2,279.91,6615,739
2026-03-14,3,32.08,962,449
2026-03-14,4,0.0,924,697
2026-03-14,5,178.62,2964,294
2026-03-14,6,26.43,1589,861
2026-03-15,1,279.82,9065,1127
2026-03-15,2,341.73,6703,1092
2026-03-15,3,37.53,989,465
2026-03-15,4,0.0,1037,504
2026-03-15,5,120.6,2457,278
2026-03-15,6,24.16,1857,958
2026-03-16,1,300.84,8627,1393
2026-03-16,2,243.34,4623,883
2026-03-16,3,31.73,800,587
2026-03-16,4,0.0,959,576
2026-03-16,5,160.48,2740,327
2026-03-16,6,21.88,1077,837
2026-03-17,1,359.23,9046,1217
2026-03-17,2,297.29,8790,978
2026-03-17,3,35.01,745,520
2026-03-17,4,0.0,1056,593
2026-03-17,5,142.09,2038,321
2026-03-17,6,31.95,1397,928
2026-03-18,1,360.59,10633,971
2026-03-18,2,320.26,7713,1140
2026-03-18,3,32.07,592,460
2026-03-18,4,0.0,1130,744
2026-03-18,5,113.93,3161,350
2026-03-18,6,30.05,1630,912
2026-03-19,1,296.72,7258,1120
2026-03-19,2,319.02,4610,833
2026-03-19,3,31.22,1072,574
2026-03-19,4,0.0,1539,714
2026-03-19,5,162.95,2307,310
2026-03-19,6,22.71,1111,689
2026-03-20,1,297.42,7563,871
2026-03-20,2,237.98,5704,874
2026-03-20,3,29.82,1013,539
2026-03-20,4,0.0,1199,703
2026-03-20,5,163.06,1977,330
2026-03-20,6,21.89,1027,709
2026-03-21,1,440.83,6399,948
2026-03-21,2,310.44,6797,840
2026-03-21,3,39.81,931,601
2026-03-21,4,0.0,968,534
2026-03-21,5,150.55,2080,317
2026-03-21,6,24.0,1349,655
2026-03-22,1,283.3,8115,1052
2026-03-22,2,265.23,8219,820
2026-03-22,3,28.5,889,555
2026-03-22,4,0.0,1446,659
2026-03-22,5,136.94,3364,368
2026-03-22,6,28.83,834,681
2026-03-23,1,354.6,11471,1272
2026-03-23,2,290.71,6526,926
2026-03-23,3,29.01,881,614
2026-03-23,4,0.0,1262,664
2026-03-23,5,142.43,2424,293
2026-03-23,6,34.75,1286,657
2026-03-24,1,440.05,7439,1206
2026-03-24,2,287.92,6777,913
2026-03-24,3,32.88,1160,537
2026-03-24,4,0.0,861,653
2026-03-24,5,131.61,2354,371
2026-03-24,6,25.43,886,681
2026-03-25,1,383.35,6820,923
2026-03-25,2,317.45,4431,905
2026-03-25,3,46.83,839,425
2026-03-25,4,0.0,1228,686
2026-03-25,5,178.91,3674,364
2026-03-25,6,34.7,1552,743
2026-03-26,1,416.95,9739,1273
2026-03-26,2,363.94,4837,961
2026-03-26,3,46.39,616,492
2026-03-26,4,0.0,1159,581
2026-03-26,5,184.25,1813,344
2026-03-26,6,27.28,1359,671
2026-03-27,1,384.09,6854,1036
2026-03-27,2,347.09,6551,956
2026-03-27,3,41.02,895,424
2026-03-27,4,0.0,735,559
2026-03-27,5,185.8,2127,311
2026-03-27,6,33.35,1455,693
2026-03-28,1,341.52,9487,1134
2026-03-28,2,373.57,11285,1246
2026-03-28,3,31.32,1027,572
2026-03-28,4,0.0,844,573
2026-03-28,5,163.16,2052,335
2026-03-28,6,36.69,1671,858
2026-03-29,1,402.13,5550,1045
2026-03-29,2,293.38,7498,1271
2026-03-29,3,37.14,1186,621
2026-03-29,4,0.0,984,586
2026-03-29,5,139.62,1603,268
2026-03-29,6,27.42,1689,944
2026-03-30,1,306.57,9010,874
2026-03-30,2,274.12,5982,811
2026-03-30,3,43.05,917,644
2026-03-30,4,0.0,1096,608
2026-03-30,5,148.46,3527,393
2026-03-30,6,35.19,1613,756
2026-03-31,1,397.44,9935,1292
2026-03-31,2,247.2,9587,1086
2026-03-31,3,48.23,848,483
2026-03-31,4,0.0,1051,696
2026-03-31,5,141.22,3031,319
2026-03-31,6,24.78,1138,724
2026-04-01,1,447.47,5424,1059
2026-04-01,2,272.51,9765,1068
2026-04-01,3,48.01,896,498
2026-04-01,4,0.0,972,795
2026-04-01,5,147.29,3574,362
2026-04-01,6,23.8,1614,1010
2026-04-02,1,400.06,10622,1107
2026-04-02,2,275.06,7527,858
2026-04-02,3,47.25,1051,550
2026-04-02,4,0.0,1200,550
2026-04-02,5,130.12,3648,431
2026-04-02,6,37.5,1327,834
2026-04-03,1,424.49,6859,1091
2026-04-03,2,272.11,11801,1104
2026-04-03,3,35.56,1137,625
2026-04-03,4,0.0,950,702
2026-04-03,5,189.6,2251,360
2026-04-03,6,24.28,1911,958
2026-04-04,1,452.74,12653,1432
2026-04-04,2,382.04,8215,975
2026-04-04,3,33.92,738,558
2026-04-04,4,0.0,1009,772
2026-04-04,5,124.51,2153,357
2026-04-04,6,28.54,1213,754
2026-04-05,1,467.32,8689,1077
2026-04-05,2,394.12,6842,1076
2026-04-05,3,40.77,850,484
2026-04-05,4,0.0,1386,702
2026-04-05,5,202.35,1842,336
2026-04-05,6,24.58,954,791
2026-04-06,1,325.11,12921,1255
2026-04-06,2,386.99,11169,1113
2026-04-06,3,40.96,1356,685
2026-04-06,4,0.0,1414,818
2026-04-06,5,141.16,2428,332
2026-04-06,6,40.86,1591,1059
2026-04-07,1,471.22,12234,1574
2026-04-07,2,291.04,7134,1366
2026-04-07,3,38.26,883,480
2026-04-07,4,0.0,1572,726
2026-04-07,5,152.21,3947,402
2026-04-07,6,29.1,1763,873
2026-04-08,1,424.28,12276,1535
2026-04-08,2,405.5,7757,1385
2026-04-08,3,44.24,1036,490
2026-04-08,4,0.0,1560,839
2026-04-08,5,148.81,4264,460
2026-04-08,6,29.01,1149,911
2026-04-09,1,513.73,6587,1222
2026-04-09,2,376.44,8541,994
2026-04-09,3,38.89,1299,592
2026-04-09,4,0.0,1171,649
2026-04-09,5,214.0,2959,354
2026-04-09,6,40.61,2017,949
2026-04-10,1,414.98,7981,1371
2026-04-10,2,357.98,9711,1228
2026-04-10,3,37.14,1203,695
2026-04-10,4,0.0,1155,771
2026-04-10,5,171.36,2234,397
2026-04-10,6,35.11,2088,1142
2026-04-11,1,359.74,10605,1308
2026-04-11,2,296.3,5849,1114
2026-04-11,3,37.53,814,604
2026-04-11,4,0.0,1206,839
2026-04-11,5,221.68,3519,404
2026-04-11,6,36.15,1752,1073
2026-04-12,1,495.64,10161,1390
2026-04-12,2,312.73,9296,996
2026-04-12,3,41.26,793,510
2026-04-12,4,0.0,993,623
2026-04-12,5,170.61,2858,355
2026-04-12,6,40.59,1075,843
2026-04-13,1,436.76,11364,1171
2026-04-13,2,424.56,9730,1139
2026-04-13,3,53.05,680,551
2026-04-13,4,0.0,1067,850
2026-04-13,5,222.38,3440,388
2026-04-13,6,36.93,1470,1105
2026-04-14,1,380.1,11503,1644
2026-04-14,2,348.59,6624,1135
2026-04-14,3,46.98,977,743
2026-04-14,4,0.0,957,656
2026-04-14,5,157.64,3295,380
2026-04-14,6,38.58,1519,1051
2026-04-15,1,554.07,9045,1139
2026-04-15,2,288.65,8728,1187
2026-04-15,3,52.21,829,549
2026-04-15,4,0.0,1964,897
2026-04-15,5,192.33,4274,451
2026-04-15,6,28.22,1982,1070
2026-04-16,1,457.61,10160,1208
2026-04-16,2,304.81,7505,1020
2026-04-16,3,43.91,843,541
2026-04-16,4,0.0,1628,910
2026-04-16,5,157.16,1846,327
2026-04-16,6,33.83,1845,866
2026-04-17,1,356.08,8140,1162
2026-04-17,2,433.17,7947,1129
2026-04-17,3,41.93,1104,702
2026-04-17,4,0.0,1536,746
2026-04-17,5,166.89,3472,457
2026-04-17,6,41.23,2596,1206
2026-04-18,1,427.31,11729,1453
2026-04-18,2,442.83,8271,1135
2026-04-18,3,37.48,1081,560
2026-04-18,4,0.0,1599,892
2026-04-18,5,200.44,3189,383
2026-04-18,6,31.16,1343,905
2026-04-19,1,411.28,16165,1656
2026-04-19,2,432.02,13160,1301
2026-04-19,3,49.85,1133,550
2026-04-19,4,0.0,1167,708
2026-04-19,5,167.08,3971,443
2026-04-19,6,35.99,2146,1026
2026-04-20,1,584.54,7915,1250
2026-04-20,2,430.13,8665,1244
2026-04-20,3,51.32,678,550
2026-04-20,4,0.0,1404,967
2026-04-20,5,214.05,2980,359
2026-04-20,6,38.12,2091,1123
2026-04-21,1,463.75,7004,1321
2026-04-21,2,473.19,7877,1228
2026-04-21,3,60.66,1215,744
2026-04-21,4,0.0,1353,690
2026-04-21,5,163.54,3446,528
2026-04-21,6,47.31,2123,1199
2026-04-22,1,384.79,11212,1368
2026-04-22,2,394.48,10142,966
2026-04-22,3,49.75,1086,627
2026-04-22,4,0.0,1325,780
2026-04-22,5,247.81,2607,393
2026-04-22,6,41.37,1081,887
2026-04-23,1,534.25,13009,1868
2026-04-23,2,347.53,9611,1191
2026-04-23,3,60.15,1256,810
2026-04-23,4,0.0,1686,776
2026-04-23,5,175.44,4776,541
2026-04-23,6,40.78,2533,1212
2026-04-24,1,397.62,13937,1448
2026-04-24,2,454.57,11103,1258
2026-04-24,3,46.19,1007,563
2026-04-24,4,0.0,1288,859
2026-04-24,5,207.25,2934,376
2026-04-24,6,38.57,1313,1003
2026-04-25,1,499.12,11184,1606
2026-04-25,2,311.98,7753,1458
2026-04-25,3,47.37,908,586
2026-04-25,4,0.0,1700,833
2026-04-25,5,175.03,4655,462
2026-04-25,6,43.87,2258,1250
2026-04-26,1,499.81,8529,1738
2026-04-26,2,454.95,9687,1366
2026-04-26,3,46.18,935,662
2026-04-26,4,0.0,1657,894
2026-04-26,5,162.25,2997,339
2026-04-26,6,45.01,2622,1213
2026-04-27,1,372.12,15761,1892
2026-04-27,2,443.89,9852,1261
2026-04-27,3,51.33,1177,732
2026-04-27,4,0.0,1995,930
2026-04-27,5,248.8,5322,583
2026-04-27,6,41.89,1700,1253
2026-04-28,1,448.44,14987,1456
2026-04-28,2,436.49,9413,1254
2026-04-28,3,48.95,1218,774
2026-04-28,4,0.0,996,791
2026-04-28,5,231.85,2701,516
2026-04-28,6,36.21,1460,1099
2026-04-29,1,539.2,13450,1468
2026-04-29,2,419.73,9109,1333
2026-04-29,3,54.21,1379,735
2026-04-29,4,0.0,1817,991
2026-04-29,5,240.97,2711,479
2026-04-29,6,38.8,1809,1253
2026-04-30,1,584.98,10610,1418
2026-04-30,2,413.55,8464,1045
2026-04-30,3,56.55,1812,853
2026-04-30,4,0.0,1734,876
2026-04-30,5,202.23,3478,463
2026-04-30,6,47.14,2013,1216
2026-05-01,1,614.05,11549,1600
2026-05-01,2,509.51,9079,1452
2026-05-01,3,58.21,1422,883
2026-05-01,4,0.0,1500,994
2026-05-01,5,258.03,5133,524
2026-05-01,6,51.7,2246,1221
2026-05-02,1,567.28,13325,1643
2026-05-02,2,469.27,12360,1359
2026-05-02,3,49.91,1392,909
2026-05-02,4,0.0,2062,949
2026-05-02,5,267.92,2710,504
2026-05-02,6,51.19,1642,1161
2026-05-03,1,498.76,9117,1585
2026-05-03,2,501.07,11894,1121
2026-05-03,3,60.92,1792,853
2026-05-03,4,0.0,1839,856
2026-05-03,5,176.41,2532,409
2026-05-03,6,48.51,1854,1044
2026-05-04,1,644.94,10952,1385
2026-05-04,2,393.53,9952,1582
2026-05-04,3,60.07,986,792
2026-05-04,4,0.0,1885,1028
2026-05-04,5,232.65,3026,458
2026-05-04,6,54.33,1795,1091
2026-05-05,1,510.66,14349,1616
2026-05-05,2,452.25,10753,1414
2026-05-05,3,48.25,1009,720
2026-05-05,4,0.0,1556,925
2026-05-05,5,205.69,3703,539
2026-05-05,6,53.9,1879,1223
2026-05-06,1,518.71,10691,1427
2026-05-06,2,506.5,10061,1480
2026-05-06,3,70.56,1136,764
2026-05-06,4,0.0,1605,894
2026-05-06,5,181.52,3179,557
2026-05-06,6,47.51,2010,1498
2026-05-07,1,537.52,10465,1864
2026-05-07,2,489.7,12780,1608
2026-05-07,3,67.77,1685,767
2026-05-07,4,0.0,1897,951
2026-05-07,5,203.72,3903,448
2026-05-07,6,42.44,1896,1320
2026-05-08,1,431.38,14302,1821
2026-05-08,2,499.33,12114,1265
