order_item_id,order_id,product_id,quantity,unit_price,discount
119,72,27,1,22.8,1.14
120,73,21,1,13.52,1.08
121,74,1,1,50.82,5.08
122,75,23,2,16.83,0.0
123,75,13,1,35.34,3.53
124,76,27,1,23.11,0.0
125,77,7,1,36.67,0.0
126,78,18,2,24.86,0.0
127,78,15,1,38.87,0.0
128,79,25,1,32.42,4.86
129,79,20,2,12.2,0.0
130,80,18,2,24.37,2.44
131,81,7,1,37.17,0.0
132,81,13,1,35.12,5.27
133,82,7,1,35.14,0.0
134,83,31,2,12.12,0.0
135,84,3,1,62.9,0.0
136,85,18,1,23.74,0.0
137,85,28,1,20.76,2.08
138,86,12,1,18.26,0.0
139,87,24,1,18.57,0.0
140,88,13,2,33.13,0.0
141,89,10,2,52.82,10.56
142,90,19,1,18.58,1.86
143,90,15,2,39.01,0.0
144,90,20,2,12.17,1.22
145,91,8,1,18.5,1.85
146,91,6,1,35.84,1.79
147,91,11,1,29.6,2.37
148,91,28,2,20.79,0.0
149,92,13,1,32.99,0.0
150,93,12,2,18.28,1.83
151,94,23,2,16.34,0.0
152,95,4,1,40.3,2.02
153,96,28,1,20.14,0.0
154,97,11,1,28.47,4.27
155,97,28,1,19.21,0.96
156,97,4,1,39.09,3.13
157,98,6,1,35.97,0.0
158,99,5,1,89.03,13.35
159,99,24,1,19.46,0.0
160,100,6,1,34.35,3.44
161,101,14,1,21.48,1.72
162,101,27,1,22.91,0.0
163,102,8,1,19.6,2.94
164,103,5,1,92.18,9.22
165,103,8,1,19.57,0.0
166,103,18,1,24.83,2.48
167,103,21,3,13.94,0.0
168,104,9,2,32.33,3.23
169,105,27,1,22.6,0.0
170,106,16,1,29.1,2.33
171,106,18,1,23.79,2.38
172,107,25,2,34.07,3.41
173,108,29,1,14.77,2.22
174,109,19,1,17.96,2.69
175,109,10,1,52.22,0.0
176,109,18,1,24.59,1.97
177,110,13,2,32.85,5.26
178,110,26,1,23.1,1.16
179,110,3,1,66.35,0.0
180,111,21,1,13.91,1.39
181,111,24,1,18.57,0.0
182,112,28,1,20.18,1.01
183,112,17,2,20.41,0.0
184,113,4,1,38.01,0.0
185,114,27,1,22.99,1.15
186,114,8,2,18.77,0.0
187,115,26,1,24.01,3.6
188,116,21,1,13.56,1.36
189,116,14,2,21.67,0.0
190,117,17,1,21.51,1.72
191,117,14,1,21.75,0.0
192,117,19,2,18.42,0.0
193,118,18,1,24.29,2.43
194,118,9,1,32.65,0.0
195,118,25,1,31.82,1.59
196,119,30,1,26.34,0.0
197,120,12,1,18.06,0.0
198,121,2,2,79.0,0.0
199,121,12,1,17.47,1.4
200,122,28,1,19.76,0.0
201,123,13,1,34.5,5.17
202,124,15,3,39.43,11.83
203,125,17,1,20.31,2.03
204,125,5,1,88.64,0.0
205,125,31,1,12.02,0.0
206,126,27,1,22.7,0.0
207,126,6,1,36.37,0.0
208,126,12,1,18.46,1.85
209,127,12,1,18.03,2.7
210,128,22,1,28.51,0.0
211,129,28,1,20.05,0.0
212,129,3,1,65.21,9.78
213,129,21,1,14.04,0.0
214,129,11,2,29.5,5.9
215,130,1,1,50.42,4.03
216,130,5,1,86.83,13.02
217,131,1,1,47.81,7.17
218,131,11,1,29.9,0.0
219,131,15,1,40.33,2.02
220,132,15,1,38.9,0.0
221,133,4,1,38.81,0.0
222,133,26,2,24.48,0.0
223,134,17,1,21.4,0.0
224,134,31,2,11.63,1.86
225,134,4,1,40.18,0.0
226,135,1,1,49.71,0.0
227,136,27,1,23.58,1.18
228,136,29,1,14.71,0.0
229,137,24,1,19.0,1.52
230,138,18,2,23.88,3.82
231,139,7,1,36.33,2.91
232,140,20,1,12.46,0.0
233,140,2,2,81.61,0.0
234,140,25,1,33.7,5.06
235,141,10,1,51.68,0.0
236,141,13,1,35.03,0.0
237,142,8,1,19.43,0.0
238,143,26,2,24.64,4.93
239,144,12,2,18.67,5.6
240,145,29,2,14.61,1.46
241,146,9,2,31.38,3.14
242,146,30,1,25.35,0.0
243,147,18,1,24.86,3.73
244,148,17,2,20.51,0.0
245,149,15,1,38.31,0.0
246,149,6,1,36.02,3.6
247,150,10,1,50.67,4.05
248,151,1,2,50.5,0.0
249,152,15,1,39.13,5.87
250,152,26,1,23.66,0.0
251,152,23,1,16.75,0.0
252,153,23,1,17.56,2.63
253,154,18,1,23.58,1.89
254,155,30,3,25.57,0.0
255,155,10,1,49.99,2.5
256,156,25,2,32.09,0.0
257,157,20,1,12.32,1.85
258,158,25,1,32.98,0.0
259,158,31,2,11.8,0.0
260,159,17,3,21.19,3.18
261,160,23,1,16.72,0.0
262,161,5,2,87.06,17.41
263,161,2,1,78.75,11.81
264,162,13,1,32.65,1.63
265,163,5,1,87.51,0.0
266,163,3,1,61.83,0.0
267,164,8,1,19.61,0.98
268,165,30,2,26.36,0.0
269,166,25,1,32.41,2.59
270,166,19,2,17.38,1.74
271,167,23,1,17.18,1.72
272,167,12,1,18.61,0.0
273,167,28,1,19.43,1.55
274,168,19,1,18.13,0.0
275,168,18,1,23.59,1.18
276,169,17,2,20.89,2.09
277,170,18,1,23.55,1.88
278,171,1,1,50.82,0.0
279,171,24,1,18.87,0.94
280,172,1,1,47.67,0.0
281,173,28,1,20.45,1.02
282,173,16,1,27.1,0.0
283,174,3,1,63.5,5.08
284,175,6,1,36.4,0.0
285,176,7,1,34.89,1.74
286,176,19,1,17.99,0.0
287,177,29,2,14.51,0.0
288,177,6,1,34.15,3.42
289,177,27,1,22.53,1.13
290,178,14,2,22.28,0.0
291,179,9,2,32.44,5.19
292,179,28,1,19.2,0.0
293,180,19,2,18.35,2.94
294,181,15,1,37.89,3.79
295,181,4,1,37.97,0.0
296,181,1,1,48.04,7.21
297,182,10,1,50.51,0.0
298,182,29,1,15.53,1.55
299,183,22,1,27.96,1.4
300,184,4,1,37.62,0.0
301,185,26,1,24.52,1.23
302,186,4,1,37.96,5.69
303,186,14,3,21.39,3.21
304,186,11,1,29.89,4.48
305,187,15,2,38.94,11.68
306,187,1,1,50.29,2.51
307,188,30,2,26.79,2.68
308,188,8,2,18.66,2.99
309,188,25,1,32.6,0.0
310,189,2,2,78.05,23.41
311,190,11,1,29.65,0.0
312,190,12,1,18.35,1.47
313,191,10,1,50.08,0.0
314,191,16,1,28.35,0.0
315,191,21,1,14.38,2.16
316,191,22,1,27.85,0.0
317,192,15,1,39.97,3.2
318,193,27,1,22.85,1.83
319,194,27,1,22.93,1.15
320,194,22,1,28.88,0.0
321,195,2,1,78.88,11.83
322,196,13,1,33.37,1.67
323,197,24,2,18.25,0.0
324,197,7,1,34.62,0.0
325,197,28,1,19.74,0.99
326,197,17,1,20.82,0.0
327,198,20,1,12.24,0.0
328,199,8,2,18.37,2.94
329,199,7,2,37.2,5.95
330,199,3,1,62.55,6.25
331,200,4,1,39.91,0.0
332,201,14,1,21.62,1.73
333,201,22,1,28.83,2.31
334,202,28,2,20.26,0.0
335,203,4,1,38.66,5.8
336,204,24,1,19.45,1.56
337,205,9,1,32.28,0.0
338,206,21,1,14.45,0.0
339,207,5,1,91.76,0.0
340,207,4,1,38.7,3.87
341,207,10,1,51.69,0.0
342,208,20,1,12.37,0.62
343,209,12,1,18.56,0.0
344,210,11,2,27.92,4.47
345,210,5,1,91.62,0.0
346,211,31,1,11.61,1.74
347,211,22,1,28.39,2.84
348,212,29,2,14.72,2.36
349,213,11,1,29.2,0.0
350,213,7,1,35.01,1.75
351,214,10,1,53.18,7.98
352,214,11,1,29.02,0.0
353,214,26,2,24.44,4.89
354,214,30,1,26.4,2.64
355,215,1,2,47.32,4.73
356,216,21,2,13.55,1.36
357,217,10,1,53.76,0.0
358,217,13,1,33.41,0.0
359,218,9,1,32.14,1.61
360,219,4,2,39.42,0.0
361,219,18,1,23.06,3.46
362,219,11,1,28.63,2.86
363,219,22,1,28.04,0.0
364,220,24,1,18.36,2.75
365,221,15,1,37.72,5.66
366,221,11,3,29.89,13.45
367,222,7,1,37.36,3.74
368,222,26,1,23.58,1.89
369,223,16,1,28.02,4.2
370,224,19,3,18.23,8.2
371,225,15,1,39.84,5.98
372,225,4,1,39.21,3.92
373,225,22,1,27.47,0.0
374,226,10,3,51.86,12.45
375,227,29,1,14.44,0.0
376,228,16,1,27.26,1.36
377,229,2,1,81.36,0.0
378,229,7,1,35.64,1.78
379,230,21,1,13.77,0.0
380,230,24,1,19.69,1.58
381,231,10,2,51.7,5.17
382,232,1,1,48.93,4.89
383,232,11,1,28.12,0.0
384,232,28,1,19.43,2.91
385,233,3,1,62.43,3.12
386,234,23,1,17.14,0.86
387,234,20,1,12.3,0.0
388,235,28,2,19.97,3.99
389,235,26,2,23.11,0.0
390,236,19,1,18.1,0.0
391,236,22,1,28.59,2.29
392,237,24,1,18.63,0.93
393,237,31,1,12.26,0.0
394,238,10,1,53.19,2.66
395,239,11,1,29.29,2.34
396,240,17,1,20.17,1.61
397,241,3,1,64.83,6.48
398,242,28,1,19.74,0.0
399,243,29,1,14.93,1.49
400,244,10,1,53.2,0.0
401,245,30,1,26.46,3.97
402,245,19,3,18.36,0.0
403,246,26,2,23.17,4.63
404,246,30,1,25.36,2.03
405,246,11,1,29.38,2.35
406,247,26,1,23.47,0.0
407,248,14,1,21.88,0.0
408,249,3,1,64.34,0.0
409,249,29,1,15.56,0.0
410,250,18,2,24.37,0.0
411,250,30,1,26.17,2.62
412,251,16,2,28.42,4.55
413,252,9,1,32.96,0.0
414,252,15,1,38.98,3.9
415,253,29,2,14.6,2.34
416,254,25,1,33.92,0.0
417,254,28,2,20.24,2.02
418,255,17,1,20.74,1.04
419,256,7,1,37.4,0.0
420,257,24,2,18.36,0.0
421,258,13,1,34.64,0.0
422,259,3,1,61.67,4.93
423,259,15,1,38.92,0.0
424,259,18,1,23.34,3.5
425,260,21,2,14.16,0.0
426,260,17,1,21.83,1.75
427,261,24,2,18.52,1.85
428,262,11,1,27.87,4.18
429,263,25,1,33.81,0.0
430,264,5,1,88.72,4.44
431,264,8,3,19.24,0.0
432,265,25,1,32.42,3.24
433,265,20,1,11.56,0.58
434,266,8,1,19.36,0.97
435,267,28,1,20.32,3.05
436,268,9,1,31.76,2.54
437,269,14,1,22.14,0.0
438,269,8,1,19.57,1.96
439,270,12,1,18.44,2.77
440,270,18,1,23.17,0.0
441,270,31,1,12.37,0.62
442,271,23,1,16.89,0.0
443,271,7,1,36.75,0.0
444,272,20,1,11.75,0.94
445,272,24,3,18.64,0.0
446,273,31,1,11.82,0.95
447,274,12,2,18.23,2.92
448,275,25,1,33.83,0.0
449,276,20,2,12.36,1.24
450,276,23,1,16.67,2.5
451,277,7,3,34.78,10.43
452,278,4,2,37.72,0.0
453,279,22,1,28.07,4.21
454,279,28,1,19.59,1.96
455,280,26,2,23.77,4.75
456,280,19,2,18.36,0.0
457,280,8,1,18.26,0.0
458,280,23,1,16.52,0.83
459,281,22,2,28.07,5.61
460,281,8,2,18.3,0.0
461,282,13,1,34.73,3.47
462,283,21,1,13.8,2.07
463,283,3,2,65.75,0.0
464,284,8,2,19.55,1.96
465,285,16,3,28.06,0.0
466,285,6,2,34.54,0.0
467,285,22,1,27.95,2.24
468,286,22,1,29.05,0.0
469,286,24,1,18.74,0.0
470,286,1,1,49.9,0.0
471,286,5,2,91.28,9.13
472,287,16,2,29.05,5.81
473,288,15,1,39.71,1.99
474,289,4,3,37.68,0.0
475,290,3,1,64.71,3.24
476,290,20,1,12.26,0.0
477,291,26,1,23.95,1.2
478,292,19,2,17.48,0.0
479,292,13,1,35.04,1.75
480,292,14,1,21.46,2.15
481,293,15,1,38.2,3.06
482,294,6,1,35.0,0.0
483,295,28,1,20.71,1.66
484,296,26,1,24.09,1.93
485,297,29,1,15.28,1.53
486,298,28,1,20.0,0.0
487,299,26,1,24.79,1.98
488,299,23,1,17.45,0.0
489,299,8,3,19.13,8.61
490,299,31,1,12.14,0.0
491,300,17,2,21.1,4.22
492,301,27,1,22.91,1.83
493,301,5,1,87.62,0.0
494,302,22,1,28.47,2.28
495,303,26,1,23.48,2.35
496,304,12,2,18.64,3.73
497,305,22,2,28.48,4.56
498,305,27,1,23.89,3.58
499,305,9,1,31.53,4.73
500,306,15,1,40.32,0.0
501,306,14,1,21.53,1.08
502,307,18,1,23.53,3.53
503,307,5,1,89.49,8.95
504,307,8,1,19.49,2.92
505,308,27,1,23.32,1.87
506,308,14,2,21.94,2.19
507,308,23,1,16.38,0.0
508,309,9,1,31.24,0.0
509,310,17,1,21.65,1.73
510,311,9,1,33.15,0.0
511,312,8,3,19.69,4.73
512,312,16,2,28.86,0.0
513,313,21,1,13.93,0.0
514,313,18,1,23.9,0.0
515,313,30,2,25.33,0.0
516,314,30,1,25.62,1.28
517,314,14,1,21.87,0.0
518,315,27,1,22.47,0.0
519,316,7,1,36.65,2.93
520,316,12,1,18.58,0.93
521,316,22,2,27.2,5.44
522,317,26,1,24.57,2.46
523,317,13,2,33.53,5.36
524,318,7,1,36.76,0.0
525,319,31,1,11.57,0.0
526,319,27,2,22.62,0.0
527,320,13,1,33.98,1.7
528,320,20,1,11.71,0.0
529,320,14,2,22.13,0.0
530,321,27,1,23.46,1.88
531,322,20,1,11.91,0.6
532,323,13,1,33.39,0.0
533,323,15,1,39.25,0.0
534,323,29,1,15.52,1.55
535,324,21,1,14.21,2.13
536,324,29,1,15.01,0.0
537,325,27,1,23.42,0.0
538,326,29,1,14.42,2.16
539,327,16,1,28.33,2.27
540,327,3,1,64.74,5.18
541,327,24,1,19.25,1.54
542,328,15,1,38.28,3.83
543,328,28,2,19.94,0.0
544,329,22,1,28.73,1.44
545,330,6,2,35.59,7.12
546,330,3,1,65.21,5.22
547,331,1,1,49.32,0.0
548,332,29,1,14.5,1.16
549,333,4,1,39.43,1.97
550,334,29,1,15.32,0.0
551,335,18,2,23.06,0.0
552,336,23,1,16.36,2.45
553,337,2,1,80.28,0.0
554,338,28,1,20.69,0.0
555,339,6,3,34.5,0.0
556,340,18,1,24.9,0.0
557,340,20,1,11.9,1.19
558,341,21,3,14.17,2.13
559,342,7,1,35.58,5.34
560,343,14,1,22.24,1.11
561,343,21,1,13.76,1.38
562,343,4,1,37.95,0.0
563,343,9,2,31.77,9.53
564,344,3,1,64.71,0.0
565,345,7,1,36.18,0.0
566,345,10,2,52.12,10.42
567,346,2,1,80.12,6.41
568,346,5,2,89.46,0.0
569,347,15,1,38.99,1.95
570,348,18,2,24.93,2.49
571,349,5,1,87.92,8.79
572,349,13,1,33.89,3.39
573,349,30,1,26.92,4.04
574,350,29,2,15.1,2.42
575,351,3,1,62.54,3.13
576,352,18,1,23.74,0.0
577,353,29,1,14.54,0.73
578,354,1,1,49.91,0.0
579,355,26,1,24.74,2.47
580,355,2,3,77.47,0.0
581,356,14,3,22.33,0.0
582,357,4,1,40.5,3.24
583,357,18,1,23.63,1.18
584,357,11,1,29.76,2.38
585,358,17,1,20.81,1.04
586,358,30,1,25.14,3.77
587,359,19,1,17.4,0.0
588,360,6,1,35.46,2.84
589,361,10,1,51.69,7.75
590,362,28,1,20.07,0.0
591,362,20,2,11.78,2.36
592,362,18,2,24.96,0.0
593,362,5,1,88.33,7.07
594,363,30,2,26.82,8.05
595,364,10,1,52.96,5.3
596,364,16,1,27.81,0.0
597,365,12,2,18.04,1.8
598,366,11,1,28.45,1.42
599,366,30,2,25.71,5.14
600,367,13,2,35.27,7.05
601,368,23,1,16.69,0.0
602,368,6,2,36.24,10.87
603,369,10,1,53.79,0.0
604,369,11,1,28.89,2.31
605,370,18,1,24.18,2.42
606,370,24,1,19.13,0.0
607,370,27,1,22.78,0.0
608,370,13,1,32.77,1.64
609,371,5,1,87.69,13.15
610,371,15,1,37.48,5.62
611,371,16,1,28.64,1.43
612,372,17,2,20.8,0.0
613,373,15,1,40.15,0.0
614,373,17,1,21.6,2.16
615,374,13,1,34.1,1.71
616,374,9,1,33.27,0.0
617,375,9,1,32.49,0.0
618,376,21,1,14.5,0.0
619,377,2,1,76.37,11.46
620,378,26,1,24.66,3.7
621,378,11,2,28.23,0.0
622,379,2,3,80.56,36.25
623,379,18,1,24.56,3.68
624,380,9,3,30.8,9.24
625,380,15,1,37.56,5.63
626,381,9,3,32.72,9.82
627,381,13,1,35.32,0.0
628,381,25,1,33.22,4.98
629,382,24,1,18.8,1.5
630,383,16,1,29.04,2.32
631,383,7,1,36.88,3.69
632,384,3,1,65.52,5.24
633,385,13,1,34.82,3.48
634,385,7,1,36.38,1.82
635,385,24,1,19.41,0.0
636,385,18,1,23.16,0.0
637,386,3,2,63.44,10.15
638,386,28,1,20.19,0.0
639,387,18,1,24.86,1.99
640,387,6,1,35.85,1.79
641,387,2,1,77.62,0.0
642,388,13,1,33.67,2.69
643,389,26,2,24.16,4.83
644,389,28,1,19.58,0.0
645,389,13,1,34.3,0.0
646,390,2,1,79.48,7.95
647,390,29,1,14.52,0.0
648,391,29,1,14.72,0.0
649,392,7,1,34.78,5.22
650,392,5,2,87.36,0.0
651,392,8,1,19.22,2.88
652,392,10,1,51.85,0.0
653,393,25,2,33.84,0.0
654,393,1,1,47.66,0.0
655,393,13,1,33.62,3.36
656,394,14,1,22.36,2.24
657,395,19,1,17.65,1.41
658,395,24,1,18.92,0.0
659,396,25,1,33.5,0.0
660,397,17,1,21.66,3.25
661,398,2,2,80.22,8.02
662,399,25,1,33.26,0.0
663,400,9,1,31.52,0.0
664,401,26,1,23.78,0.0
665,402,15,1,39.15,3.13
666,403,9,1,32.84,2.63
667,404,8,1,18.71,1.87
668,404,16,1,27.14,0.0
669,404,23,1,16.83,1.68
670,404,3,1,64.29,5.14
671,405,20,2,12.36,1.24
672,405,5,1,91.56,4.58
673,406,17,2,20.77,0.0
674,406,16,1,28.5,2.85
675,407,27,1,22.55,0.0
676,408,28,2,20.74,6.22
677,408,18,1,23.6,2.36
678,409,19,2,17.7,5.31
679,409,23,1,17.61,0.0
680,410,20,1,11.64,0.93
681,411,18,1,23.52,1.18
682,412,10,1,50.49,0.0
683,413,8,1,19.54,1.56
684,414,12,1,18.1,1.81
685,414,26,2,24.07,0.0
686,414,17,1,20.31,3.05
687,415,31,1,12.32,1.85
688,416,21,1,13.62,0.0
689,417,25,1,34.1,0.0
690,417,11,1,29.37,0.0
691,417,31,1,11.63,0.0
692,417,15,1,38.04,3.04
693,418,7,1,34.83,0.0
694,418,11,1,28.1,4.21
695,418,31,1,11.98,0.0
696,419,19,1,18.48,1.48
697,420,31,1,12.37,0.0
698,420,30,1,26.1,2.61
699,421,4,2,38.98,11.69
700,422,20,1,12.24,1.84
701,422,5,1,90.93,7.27
702,423,18,1,24.82,3.72
703,423,9,2,31.68,0.0
704,424,11,1,29.64,0.0
705,425,1,2,50.72,10.14
706,425,11,1,29.89,0.0
707,426,24,1,19.09,1.53
708,426,30,1,26.2,0.0
709,427,28,1,19.98,0.0
710,428,23,2,17.16,5.15
711,429,11,1,29.96,4.49
712,429,8,1,19.38,0.97
713,430,20,1,12.4,0.99
714,430,10,1,54.06,0.0
715,430,21,1,14.53,1.16
716,430,16,2,27.58,8.27
717,431,7,1,34.83,1.74
718,431,23,1,17.03,1.7
719,432,4,1,40.46,0.0
720,433,31,2,12.36,1.24
721,434,22,1,28.89,1.44
722,435,7,1,36.95,3.7
723,435,2,1,80.01,0.0
724,436,10,1,53.15,7.97
725,436,13,1,34.3,2.74
726,437,29,1,14.62,1.46
727,437,25,1,33.09,1.65
728,437,30,1,25.78,1.29
729,437,23,2,16.82,0.0
730,438,2,1,78.23,7.82
731,438,20,1,12.35,0.62
732,439,10,1,51.73,0.0
733,440,17,1,21.82,0.0
734,440,10,1,52.95,0.0
735,441,22,1,28.81,4.32
736,442,30,2,25.8,0.0
737,442,25,2,32.79,0.0
738,443,19,1,18.57,0.0
739,443,17,3,21.1,3.17
740,443,11,2,27.85,4.46
741,443,28,1,20.29,1.62
742,444,24,1,18.7,0.0
743,445,11,3,29.88,0.0
744,445,1,2,47.82,9.56
745,445,2,1,76.11,0.0
746,446,11,1,28.26,0.0
747,446,10,1,52.71,7.91
748,447,14,2,21.98,2.2
749,448,7,1,35.58,0.0
750,449,14,1,21.4,2.14
751,449,4,1,39.8,1.99
752,449,24,1,18.76,0.0
753,450,23,1,16.76,2.51
754,450,4,2,40.06,0.0
755,451,5,1,88.73,0.0
756,451,7,1,34.61,0.0
757,452,4,1,39.41,0.0
758,452,3,1,61.76,9.26
759,452,23,2,17.49,0.0
760,453,9,2,31.96,9.59
761,454,3,1,63.75,0.0
762,454,2,1,80.42,12.06
763,455,4,1,38.58,0.0
764,456,6,1,35.95,0.0
765,457,5,1,89.19,8.92
766,457,29,1,15.36,1.54
767,458,17,2,21.74,2.17
768,459,23,1,17.67,0.0
769,460,8,1,18.95,1.52
770,461,30,2,25.62,0.0
771,461,14,1,22.0,2.2
772,461,20,2,12.21,3.66
773,462,5,2,91.6,27.48
774,463,18,1,23.47,1.88
775,463,8,1,18.7,0.94
776,463,10,1,50.35,5.04
777,464,15,1,38.48,5.77
778,465,5,2,89.08,17.82
779,466,15,1,38.21,0.0
780,466,9,2,31.56,9.47
781,466,5,1,87.93,0.0
782,467,11,1,30.13,0.0
783,468,28,1,19.34,0.0
784,469,15,1,37.54,0.0
785,470,23,1,16.62,0.0
786,471,12,1,18.55,0.93
787,471,15,1,38.18,0.0
788,472,21,1,13.99,0.0
789,473,4,1,37.83,5.67
790,473,6,2,33.72,6.74
791,474,31,1,11.84,0.0
792,474,14,1,21.6,0.0
793,475,20,1,12.47,1.0
794,476,24,1,18.59,2.79
795,477,18,1,24.7,3.7
796,478,25,1,33.18,4.98
797,479,30,1,26.04,0.0
798,479,28,1,19.94,1.6
799,480,7,1,37.43,2.99
800,481,17,1,20.28,0.0
801,481,22,1,28.94,4.34
802,481,14,1,21.15,0.0
803,482,12,2,18.36,0.0
804,483,27,2,23.72,0.0
805,484,22,1,28.4,0.0
806,485,30,2,26.29,5.26
807,485,31,1,11.75,0.0
808,485,8,2,18.67,0.0
809,485,24,1,18.5,1.48
810,486,7,1,35.03,3.5
811,486,10,1,51.25,0.0
812,487,3,1,63.3,9.49
813,488,1,2,50.85,8.14
814,488,9,1,32.25,2.58
815,489,24,1,19.46,0.0
816,489,6,1,34.9,0.0
817,490,27,2,23.87,3.82
818,491,6,1,36.2,1.81
819,492,25,1,32.88,1.64
820,493,28,1,20.13,0.0
821,493,20,1,12.34,0.0
822,494,31,1,12.39,0.0
823,495,28,1,20.11,0.0
824,495,2,1,80.21,4.01
825,496,13,1,33.35,1.67
826,497,21,2,13.54,1.35
827,498,9,3,31.88,0.0
828,498,27,1,22.7,2.27
829,498,24,1,18.65,0.0
830,499,31,1,12.23,0.0
831,499,9,3,32.08,9.62
832,500,11,1,29.66,4.45
833,501,22,1,27.47,2.2
834,502,20,2,11.62,2.32
835,502,12,1,17.54,0.0
836,502,14,1,22.51,3.38
837,502,16,1,28.71,0.0
838,503,29,2,15.21,2.43
839,504,3,1,65.62,9.84
840,504,21,1,13.52,0.0
841,504,7,1,35.19,5.28
842,505,19,1,18.15,1.45
843,506,26,1,23.78,1.9
844,506,3,1,64.04,5.12
845,507,22,1,27.96,0.0
846,508,17,2,20.44,2.04
847,509,13,1,33.39,3.34
848,510,31,1,11.76,0.0
849,510,14,2,21.62,4.32
850,511,13,1,33.24,0.0
851,512,23,1,17.28,0.86
852,512,1,1,48.11,7.22
853,513,16,2,28.73,5.75
854,514,9,1,30.73,0.0
855,514,6,1,34.43,5.16
856,515,6,2,35.04,7.01
857,516,29,1,15.58,0.0
858,516,6,1,34.28,1.71
859,516,7,1,35.29,0.0
860,517,4,1,38.34,0.0
861,517,18,1,23.07,3.46
862,518,31,1,11.86,0.59
863,519,11,2,28.26,2.83
864,519,2,3,79.88,11.98
865,520,22,1,28.31,0.0
866,520,13,1,35.04,0.0
867,521,16,1,27.82,0.0
868,521,4,3,39.96,0.0
869,522,6,1,35.33,1.77
870,523,10,2,53.77,16.13
871,524,24,1,18.64,2.8
